Category,Sub-Category,Product Name,Average_Price_Per_Unit,Average_Discount,Average_Profit_Per_Sale
Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,11.249333333333333,0.13333333333333336,6.4755777777777785
Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,50.88,0.25,-19.504
Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,18.243,0.10000000000000002,11.216066666666668
Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",41.93142857142857,0.14285714285714285,24.180457142857144
Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",60.22,0.0,50.5848
Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,27.91066666666667,0.26666666666666666,6.343333333333334
Office Supplies,Appliances,Harmony Air Purifier,147.42000000000002,0.22000000000000003,74.84400000000001
Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,10.53,0.1,9.36
Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,19.494,0.1,21.71415
Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",15.92,0.2,12.188749999999999
Office Supplies,Appliances,Holmes HEPA Air Purifier,16.698,0.23333333333333336,6.896999999999999
Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,225.04,0.0,290.3016
Office Supplies,Appliances,Holmes Odor Grabber,11.1755,0.225,8.47175
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",12.5885,0.15000000000000002,11.9961
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",11.33,0.0,21.92355
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",54.3599,0.21000000000000002,38.12074
Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",6.792,0.4,5.094
Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,42.196,0.45,-88.61160000000001
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,275.37,0.0,501.17339999999996
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,285.6175,0.05,405.8775
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,111.04199999999999,0.10000000000000002,139.00813333333335
Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,74.7175,0.05000000000000001,91.62725
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,1.7400000000000002,0.5,-1.2528000000000001
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,170.55866666666668,0.26666666666666666,-3.101066666666668
Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,5.8275,0.25,-2.60295
Office Supplies,Appliances,Hoover Commercial SteamVac,10.864,0.2,8.827
Office Supplies,Appliances,Hoover Portapower Portable Vacuum,3.136,0.30000000000000004,0.33599999999999985
Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,1.554,0.30000000000000004,0.11099999999999999
Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,0.2,0.6951999999999998
Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,292.2196666666667,0.18333333333333335,119.27333333333331
Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,241.275,0.16666666666666666,76.72545
Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,339.0333333333333,0.06666666666666667,232.48000000000002
Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,67.37942857142858,0.17142857142857146,54.368228571428574
Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,20.48,0.0,18.432
Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,90.24000000000001,0.0,117.76319999999998
Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,24.587999999999997,0.4,-18.441000000000003
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,104.896,0.2,112.76320000000001
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,142.384,0.2,45.91884
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,191.91899999999998,0.07500000000000001,77.805
Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",2.6,0.2,1.3
Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,251.829,0.1,239.23755
Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",328.14,0.0,551.2751999999999
Office Supplies,Appliances,Staple holder,9.595846153846153,0.0923076923076923,9.077053846153847
Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,48.776,0.20000000000000004,12.49885
Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,47.31333333333333,0.3333333333333333,-5.677600000000003
Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,39.077000000000005,0.23333333333333336,21.747200000000003
Office Supplies,Art,12 Colored Short Pencils,2.2533333333333334,0.13333333333333333,1.0053333333333334
Office Supplies,Art,4009 Highlighters,1.3399999999999999,0.0,2.7336
Office Supplies,Art,4009 Highlighters by Sanford,3.7809999999999997,0.05,6.7262
Office Supplies,Art,50 Colored Long Pencils,9.7536,0.04,6.583679999999999
Office Supplies,Art,American Pencil,2.33,0.0,2.36495
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.7555,0.17500000000000002,1.169
Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.95,0.0,1.521
Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",7.3260000000000005,0.10000000000000002,11.396
Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,0.0,3.7518000000000002
Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",2.9339999999999997,0.1,4.8248
Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,0.0,3.157
Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,5.255999999999999,0.10000000000000002,5.684266666666667
Office Supplies,Art,BIC Brite Liner Grip Highlighters,1.5088,0.08,1.7876
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.957333333333333,0.06666666666666667,7.285733333333333
Office Supplies,Art,BIC Brite Liner Highlighters,3.785142857142857,0.08571428571428573,4.412057142857143
Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",5.832000000000001,0.10000000000000002,5.0976
Office Supplies,Art,BIC Liqua Brite Liner,6.477333333333334,0.06666666666666667,8.929466666666668
Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",16.781333333333333,0.06666666666666667,18.879
Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",23.679777777777776,0.08888888888888889,13.37041111111111
Office Supplies,Art,Barrel Sharpener,3.5700000000000003,0.0,4.40895
Office Supplies,Art,Berol Giant Pencil Sharpener,15.291,0.1,12.445174999999999
Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",4.365428571428572,0.05714285714285715,3.8362857142857147
Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",3.0330000000000004,0.1,3.3699999999999997
Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",1.9779999999999998,0.08,2.6917999999999997
Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2.1839999999999997,0.13333333333333333,1.9152000000000002
Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",2.128,0.06666666666666667,3.5568000000000004
Office Supplies,Art,Blackstonian Pencils,2.5365,0.05,3.1506
Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,38.953714285714284,0.1142857142857143,29.4666
Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,14.346,0.1,9.564
Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,0.0,6.5625
Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,10.494,0.1,4.0809999999999995
Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,19.809,0.10000000000000002,11.6653
Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,21.38,0.0,14.823466666666667
Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98,0.0,36.372
Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83,0.0,8.9235
Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,0.0,4.494
Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,20.15,0.0,23.122125
Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",26.03875,0.07500000000000001,14.778749999999999
Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,46.272000000000006,0.04,62.178
Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,22.861666666666668,0.03333333333333333,11.746166666666667
Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,21.67628571428571,0.05714285714285715,17.078285714285716
Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",26.27333333333333,0.06666666666666667,36.595
Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",27.43942857142857,0.1142857142857143,21.420457142857146
Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,5.989999999999999,0.0,7.527433333333332
Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,10.791000000000002,0.10000000000000002,9.931716666666667
Office Supplies,Art,Col-Erase Pencils with Erasers,5.4719999999999995,0.1,3.7392000000000003
Office Supplies,Art,Colorific Watercolor Pencils,4.816,0.06666666666666667,3.7668
Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",1.664,0.08571428571428573,3.5229999999999997
Office Supplies,Art,Crayola Colored Pencils,2.922181818181818,0.10909090909090911,2.9818181818181815
Office Supplies,Art,DIXON Oriole Pencils,2.322,0.10000000000000002,1.4362000000000001
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,4.942285714285715,0.1142857142857143,3.826285714285714
Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,10.626000000000001,0.08,15.2922
Office Supplies,Art,Design Ebony Sketching Pencil,1.2973333333333332,0.06666666666666667,0.7691333333333333
Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",4.9725,0.15000000000000002,4.255875
Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.016571428571429,0.05714285714285715,6.1283142857142865
Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,8.068857142857143,0.1142857142857143,8.3812
Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",32.894999999999996,0.1,82.603
Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",5.382,0.1,10.0464
Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",2.8653333333333335,0.06666666666666667,1.6373333333333335
Office Supplies,Art,Dixon Ticonderoga Pencils,2.781333333333333,0.06666666666666667,3.089266666666667
Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",7.014857142857143,0.05714285714285715,4.038857142857143
Office Supplies,Art,Economy #2 Pencils,2.66,0.0,2.2477
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2.783333333333333,0.16666666666666666,1.5475333333333332
Office Supplies,Art,Faber Castell Col-Erase Pencils,4.4988,0.08,2.81664
Office Supplies,Art,Fluorescent Highlighters by Dixon,3.5024,0.12000000000000002,4.48944
Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",139.128,0.2,111.3024
Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.911,0.15000000000000002,3.9644000000000004
Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,32.1908,0.08,30.791200000000003
Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",35.7012,0.06000000000000001,44.8164
Office Supplies,Art,Lumber Crayons,8.536666666666667,0.13333333333333333,9.226166666666666
Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,2.9531428571428573,0.028571428571428574,3.9954285714285716
Office Supplies,Art,Markers,133.6286515856697,0.09012402388608176,142.6151998162609
Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,16.5508,0.08,18.42176
Office Supplies,Art,Newell 307,1.6986666666666668,0.06666666666666667,1.1890666666666667
Office Supplies,Art,Newell 308,1.68,0.0,1.05
Office Supplies,Art,Newell 309,10.164,0.12000000000000002,6.93
Office Supplies,Art,Newell 31,3.9647999999999994,0.04,4.72472
Office Supplies,Art,Newell 310,1.558857142857143,0.1142857142857143,1.0685714285714285
Office Supplies,Art,Newell 311,2.04425,0.07500000000000001,1.629875
Office Supplies,Art,Newell 312,4.884363636363637,0.16363636363636364,3.1323636363636367
Office Supplies,Art,Newell 313,2.8426666666666662,0.13333333333333333,1.4213333333333333
Office Supplies,Art,Newell 314,5.101714285714286,0.08571428571428573,2.550857142857143
Office Supplies,Art,Newell 315,5.780666666666666,0.03333333333333333,5.631166666666666
Office Supplies,Art,Newell 316,4.401,0.1,4.1076
Office Supplies,Art,Newell 317,2.6039999999999996,0.1142857142857143,1.8816
Office Supplies,Art,Newell 318,2.6688,0.04,2.88008
Office Supplies,Art,Newell 319,17.856,0.1,15.376000000000001
Office Supplies,Art,Newell 32,2.7840000000000003,0.03333333333333333,1.9968000000000001
Office Supplies,Art,Newell 320,3.546285714285714,0.17142857142857146,1.351257142857143
Office Supplies,Art,Newell 321,2.952,0.1,3.5916
Office Supplies,Art,Newell 322,1.6986666666666668,0.06666666666666667,1.1102
Office Supplies,Art,Newell 323,1.5679999999999998,0.06666666666666667,1.2544000000000002
Office Supplies,Art,Newell 324,11.22,0.028571428571428574,10.296000000000001
Office Supplies,Art,Newell 325,3.717,0.10000000000000002,4.956
Office Supplies,Art,Newell 326,1.6426666666666667,0.06666666666666667,1.3112
Office Supplies,Art,Newell 327,2.21,0.0,2.68515
Office Supplies,Art,Newell 328,5.84,0.0,6.579733333333333
Office Supplies,Art,Newell 329,2.952,0.1,2.4272
Office Supplies,Art,Newell 33,4.835999999999999,0.13333333333333333,2.7899999999999996
Office Supplies,Art,Newell 330,5.681000000000001,0.05,2.7807
Office Supplies,Art,Newell 331,4.401,0.1,3.655275
Office Supplies,Art,Newell 332,2.8224,0.04,3.10464
Office Supplies,Art,Newell 333,2.6283636363636362,0.05454545454545456,1.713490909090909
Office Supplies,Art,Newell 334,19.17866666666667,0.03333333333333333,22.55146666666667
Office Supplies,Art,Newell 335,2.88,0.0,2.5056
Office Supplies,Art,Newell 336,3.852,0.1,3.4454000000000002
Office Supplies,Art,Newell 337,2.624,0.2,0.5904
Office Supplies,Art,Newell 338,2.94,0.0,3.1752000000000002
Office Supplies,Art,Newell 339,2.594666666666667,0.06666666666666667,2.0386666666666664
Office Supplies,Art,Newell 34,18.706285714285713,0.05714285714285715,13.321142857142858
Office Supplies,Art,Newell 340,2.8800000000000003,0.0,3.7584
Office Supplies,Art,Newell 341,4.1577142857142855,0.028571428571428574,3.8336571428571427
Office Supplies,Art,Newell 342,3.28,0.0,2.8536
Office Supplies,Art,Newell 343,2.772,0.05714285714285715,1.9656
Office Supplies,Art,Newell 344,2.5946666666666665,0.06666666666666667,1.4270666666666667
Office Supplies,Art,Newell 345,18.517333333333333,0.06666666666666668,10.493155555555555
Office Supplies,Art,Newell 346,2.7648,0.04,1.72224
Office Supplies,Art,Newell 347,3.9131428571428573,0.08571428571428573,4.328914285714286
Office Supplies,Art,Newell 348,2.733333333333333,0.16666666666666666,1.6181333333333334
Office Supplies,Art,Newell 349,3.0613333333333332,0.06666666666666667,3.3455999999999997
Office Supplies,Art,Newell 35,3.0613333333333332,0.06666666666666668,2.5875555555555554
Office Supplies,Art,Newell 350,3.0613333333333332,0.06666666666666667,2.624
Office Supplies,Art,Newell 351,3.186285714285714,0.028571428571428574,3.1581714285714284
Office Supplies,Art,Newell Chalk Holder,3.8939999999999997,0.05714285714285715,5.2274
Office Supplies,Art,Nontoxic Chalk,1.6280000000000001,0.07500000000000001,2.2792
Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.7725714285714285,0.05714285714285715,1.1629142857142856
Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,35.853,0.05,31.701600000000003
Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,21.98,0.0,29.673000000000002
Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,32.27466666666667,0.06666666666666667,8.760266666666666
Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,32.382,0.10000000000000002,18.589666666666666
Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,14.64,0.0,16.982400000000002
Office Supplies,Art,Peel-Off China Markers,9.078857142857142,0.08571428571428573,15.632657142857143
Office Supplies,Art,Pencil and Crayon Sharpener,1.8615,0.15000000000000002,0.9417
Office Supplies,Art,Prang Colored Pencils,2.772,0.05714285714285715,5.544
Office Supplies,Art,Prang Drawing Pencil Set,2.577818181818182,0.07272727272727274,2.4615636363636364
Office Supplies,Art,Prang Dustless Chalk Sticks,1.554,0.07500000000000001,2.352
Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2.7245714285714286,0.08571428571428573,2.775657142857143
Office Supplies,Art,Prismacolor Color Pencil Set,18.13942857142857,0.08571428571428573,22.2208
Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",1.9889999999999999,0.1,3.0498
Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",5.339428571428571,0.08571428571428573,4.880571428571429
Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.583428571428571,0.05714285714285715,2.2311428571428573
Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,2.84,0.0,1.4673333333333332
Office Supplies,Art,SANFORD Major Accent Highlighters,6.877714285714285,0.028571428571428574,11.125714285714285
Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,38.9215,0.05,35.2342
Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",2.7648,0.04,4.1472
Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.1159999999999997,0.05,4.469
Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",4.28,0.0,7.2974
Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",2.1,0.0,2.7439999999999998
Office Supplies,Art,Sanford Liquid Accent Highlighters,6.1456,0.08,9.72608
Office Supplies,Art,Sanford Pocket Accent Highlighters,1.5999999999999999,0.0,3.2106666666666666
Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",29.951999999999998,0.20000000000000004,16.5984
Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.1999999999999997,0.0,4.517333333333333
Office Supplies,Art,Sketch Pens,138.66640307615847,0.08972727272727272,149.86214999999999
Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,14.554285714285713,0.14285714285714285,6.1128
Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,12.682500000000001,0.05,15.753
Office Supplies,Art,Staples in misc. colors,5.912947368421053,0.06315789473684212,6.529031578947369
Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",5.98,0.0,6.4584
Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.253333333333334,0.06666666666666667,3.5286666666666666
Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,5.066666666666666,0.16666666666666666,3.4453333333333336
Office Supplies,Binders,3-Ring Binder,143.0418527510163,0.09627969520394443,151.46245181532944
Office Supplies,Binders,3-ring staple pack,1.692,0.10000000000000002,2.7824000000000004
Office Supplies,Binders,3M Organizer Strips,3.317142857142857,0.3857142857142857,1.450285714285714
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.4628461538461535,0.16153846153846155,3.9012615384615383
Office Supplies,Binders,ACCOHIDE Binder by Acco,3.2007499999999998,0.22499999999999998,4.821775000000001
Office Supplies,Binders,Acco 3-Hole Punch,3.3579999999999997,0.23333333333333334,6.170933333333334
Office Supplies,Binders,Acco D-Ring Binder w/DublLock,8.076888888888888,0.6222222222222222,-11.426422222222222
Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",7.4052999999999995,0.29,6.4144499999999995
Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,2.088,0.6,-1.4355
Office Supplies,Binders,Acco Expandable Hanging Binders,4.147,0.35,0.2552000000000001
Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",11.5517,0.29,11.12868
Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,0.39999999999999997,1.2416666666666663
Office Supplies,Binders,Acco Hanging Data Binders,2.5581428571428573,0.3285714285714286,1.1756571428571427
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.765142857142857,0.1142857142857143,10.552485714285714
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",2.421,0.55,-0.040349999999999664
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",3.9812,0.26,3.93816
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",2.6670000000000003,0.3,2.63652
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1.666875,0.5625,-1.7383125000000001
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.6335454545454544,0.4636363636363636,1.673863636363636
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.2173333333333334,0.15555555555555556,3.8777333333333335
Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",7.586250000000001,0.475,2.1675000000000004
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.28575,0.5375,-0.6115999999999999
Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.2175,0.3125,2.0358
Office Supplies,Binders,Accohide Poly Flexible Ring Binders,1.7297500000000001,0.5375,-2.47775
Office Supplies,Binders,Aluminum Screw Posts,8.601090909090908,0.43636363636363634,3.745636363636363
Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",4.891,0.33,3.5332
Office Supplies,Binders,Angle-D Ring Binders,2.5526666666666666,0.5333333333333333,-0.32819999999999977
Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",6.438,0.3833333333333333,-2.4012000000000007
Office Supplies,Binders,Avery Arch Ring Binders,35.440999999999995,0.39,8.715000000000003
Office Supplies,Binders,Avery Binder Labels,3.0147500000000003,0.22499999999999998,2.4701500000000003
Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,3.678375,0.36250000000000004,2.091625
Office Supplies,Binders,Avery Durable Binders,1.92,0.3333333333333333,1.152
Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",3.0482857142857145,0.32857142857142857,5.3572
Office Supplies,Binders,Avery Durable Poly Binders,2.580666666666667,0.5333333333333333,-2.5991000000000004
Office Supplies,Binders,Avery Durable Slant Ring Binders,3.0096,0.6199999999999999,-4.752
Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.1364444444444444,0.48888888888888893,1.3840444444444446
Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.5206666666666666,0.36666666666666664,1.5124000000000002
Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",12.8685,0.425,9.455549999999999
Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",5.489,0.45,-0.11643333333333317
Office Supplies,Binders,Avery Hanging File Binders,4.484999999999999,0.25,3.6478
Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,4.3709999999999996,0.21666666666666665,4.8732
Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,4.147,0.35,2.97308
Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.1494285714285712,0.6142857142857142,-1.0046857142857144
Office Supplies,Binders,Avery Hole Reinforcements,3.6687777777777777,0.41111111111111115,1.6474888888888888
Office Supplies,Binders,Avery Legal 4-Ring Binder,14.1615,0.32499999999999996,22.5535
Office Supplies,Binders,Avery Metallic Poly Binders,4.011,0.3,7.2389
Office Supplies,Binders,Avery Non-Stick Binders,2.9634,0.33999999999999997,2.17765
Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,5.581333333333333,0.06666666666666667,10.2856
Office Supplies,Binders,Avery Poly Binder Pockets,2.685,0.25,1.8437000000000001
Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,9.384,0.3428571428571429,4.2024
Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.593333333333333,0.23333333333333336,7.052
Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,7.557,0.5285714285714286,-9.9386
Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,0.8415,0.575,-2.017125
Office Supplies,Binders,Avery Round Ring Poly Binders,1.9879999999999998,0.3,2.049533333333333
Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,3.1573636363636366,0.5363636363636364,-0.19810909090909073
Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",23.067,0.44999999999999996,-1.7763568394002505e-15
Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",20.490000000000002,0.5,12.176914285714288
Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.943,0.6166666666666667,-0.82
Office Supplies,Binders,Binder Posts,3.157,0.45,1.3010666666666666
Office Supplies,Binders,Binding Machine Supplies,23.66011111111111,0.18888888888888888,20.289355555555556
Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",2.66075,0.27499999999999997,3.8902
Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",3.822,0.39999999999999997,3.774225
Office Supplies,Binders,Canvas Sectional Post Binders,16.973333333333333,0.3333333333333333,9.844533333333334
Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,6.855,0.24999999999999997,3.3132500000000005
